Vardas         Pavarde        Galutinis (Vid.)
Vardas25906    Pavarde25906        7.00

Vardas25908    Pavarde25908        7.40

Vardas2591     Pavarde2591         6.60

Vardas25910    Pavarde25910        7.60

Vardas25911    Pavarde25911        7.00

Vardas25912    Pavarde25912        5.80

Vardas25914    Pavarde25914        6.20

Vardas25915    Pavarde25915        5.20

Vardas25916    Pavarde25916        5.00

Vardas25917    Pavarde25917        7.60

Vardas25919    Pavarde25919        6.80

Vardas2592     Pavarde2592         5.20

Vardas25920    Pavarde25920        6.40

Vardas25921    Pavarde25921        7.00

Vardas25922    Pavarde25922        7.20

Vardas25925    Pavarde25925        7.00

Vardas25926    Pavarde25926        5.00

Vardas25927    Pavarde25927        7.00

Vardas25928    Pavarde25928        5.60

Vardas25929    Pavarde25929        7.20

Vardas2593     Pavarde2593         5.40

Vardas25932    Pavarde25932        5.00

Vardas25936    Pavarde25936        7.40

Vardas25937    Pavarde25937        7.80

Vardas25938    Pavarde25938        8.40

Vardas25939    Pavarde25939        6.00

Vardas25943    Pavarde25943        6.20

Vardas25946    Pavarde25946        6.40

Vardas25947    Pavarde25947        6.20

Vardas25948    Pavarde25948        5.00

Vardas25949    Pavarde25949        7.60

Vardas25951    Pavarde25951        6.20

Vardas25952    Pavarde25952        6.00

Vardas25955    Pavarde25955        6.40

Vardas25957    Pavarde25957        8.60

Vardas25958    Pavarde25958        6.00

Vardas2596     Pavarde2596         6.20

Vardas25961    Pavarde25961        8.80

Vardas25962    Pavarde25962        7.60

Vardas25963    Pavarde25963        6.60

Vardas25968    Pavarde25968        6.00

Vardas25969    Pavarde25969        6.00

Vardas2597     Pavarde2597         7.00

Vardas25970    Pavarde25970        7.00

Vardas25972    Pavarde25972        6.00

Vardas25973    Pavarde25973        7.80

Vardas25975    Pavarde25975        8.00

Vardas25976    Pavarde25976        6.80

Vardas25977    Pavarde25977        7.40

Vardas2598     Pavarde2598         5.80

Vardas25981    Pavarde25981        7.00

Vardas25983    Pavarde25983        8.40

Vardas25984    Pavarde25984        5.00

Vardas25989    Pavarde25989        6.80

Vardas2599     Pavarde2599         7.00

Vardas25990    Pavarde25990        6.00

Vardas25992    Pavarde25992        8.00

Vardas25993    Pavarde25993        6.00

Vardas25995    Pavarde25995        5.20

Vardas25996    Pavarde25996        5.60

Vardas25997    Pavarde25997        8.40

Vardas25999    Pavarde25999        6.60

Vardas26       Pavarde26           6.60

Vardas260      Pavarde260          7.80

Vardas2600     Pavarde2600         6.20

Vardas26001    Pavarde26001        6.60

Vardas26003    Pavarde26003        7.40

Vardas26004    Pavarde26004        7.00

Vardas26006    Pavarde26006        6.20

Vardas26009    Pavarde26009        8.00

Vardas2601     Pavarde2601         9.20

Vardas26011    Pavarde26011        7.80

Vardas26015    Pavarde26015        8.80

Vardas26017    Pavarde26017        7.00

Vardas26018    Pavarde26018        6.20

Vardas2602     Pavarde2602         7.20

Vardas26020    Pavarde26020        5.80

Vardas26022    Pavarde26022        6.20

Vardas26026    Pavarde26026        5.20

Vardas26027    Pavarde26027        5.80

Vardas26028    Pavarde26028        7.20

Vardas26029    Pavarde26029        5.00

Vardas2603     Pavarde2603         5.20

Vardas26030    Pavarde26030        6.80

Vardas26032    Pavarde26032        5.80

Vardas26034    Pavarde26034        6.20

Vardas26035    Pavarde26035        7.20

Vardas26039    Pavarde26039        5.80

Vardas2604     Pavarde2604         5.80

Vardas26040    Pavarde26040        6.20

Vardas26042    Pavarde26042        5.60

Vardas26043    Pavarde26043        5.40

Vardas26044    Pavarde26044        8.00

Vardas26045    Pavarde26045        7.60

Vardas26046    Pavarde26046        5.60

Vardas26047    Pavarde26047        7.20

Vardas26048    Pavarde26048        6.00

Vardas26049    Pavarde26049        6.20

Vardas26050    Pavarde26050        6.80

Vardas26051    Pavarde26051        7.80

Vardas26053    Pavarde26053        8.00

Vardas26054    Pavarde26054        7.00

Vardas26055    Pavarde26055        7.00

Vardas26056    Pavarde26056        5.40

Vardas26057    Pavarde26057        7.80

Vardas26059    Pavarde26059        7.60

Vardas2606     Pavarde2606         5.00

Vardas26061    Pavarde26061        7.20

Vardas26062    Pavarde26062        6.20

Vardas26063    Pavarde26063        6.00

Vardas26064    Pavarde26064        8.80

Vardas26065    Pavarde26065        8.40

Vardas26066    Pavarde26066        5.40

Vardas2607     Pavarde2607         7.20

Vardas26071    Pavarde26071        6.60

Vardas26072    Pavarde26072        5.60

Vardas26073    Pavarde26073        5.60

Vardas26075    Pavarde26075        7.00

Vardas26076    Pavarde26076        7.40

Vardas26077    Pavarde26077        5.40

Vardas26082    Pavarde26082        5.40

Vardas26084    Pavarde26084        7.20

Vardas26085    Pavarde26085        7.20

Vardas2609     Pavarde2609         6.40

Vardas26090    Pavarde26090        5.20

Vardas26091    Pavarde26091        5.20

Vardas26093    Pavarde26093        8.40

Vardas26095    Pavarde26095        5.80

Vardas26098    Pavarde26098        5.80

Vardas26099    Pavarde26099        6.40

Vardas2610     Pavarde2610         5.60

Vardas26101    Pavarde26101        7.80

Vardas26102    Pavarde26102        5.60

Vardas26104    Pavarde26104        7.20

Vardas26105    Pavarde26105        6.80

Vardas26107    Pavarde26107        5.60

Vardas26108    Pavarde26108        5.00

Vardas2611     Pavarde2611         5.60

Vardas26112    Pavarde26112        7.40

Vardas26114    Pavarde26114        5.00

Vardas26116    Pavarde26116        8.00

Vardas26117    Pavarde26117        9.20

Vardas26120    Pavarde26120        5.40

Vardas26123    Pavarde26123        6.40

Vardas26124    Pavarde26124        6.40

Vardas26128    Pavarde26128        5.20

Vardas26129    Pavarde26129        5.80

Vardas26133    Pavarde26133        7.80

Vardas26134    Pavarde26134        5.60

Vardas26136    Pavarde26136        7.00

Vardas26138    Pavarde26138        7.20

Vardas26139    Pavarde26139        5.00

Vardas26140    Pavarde26140        5.20

Vardas26143    Pavarde26143        7.60

Vardas26145    Pavarde26145        6.40

Vardas26147    Pavarde26147        7.80

Vardas2615     Pavarde2615         7.80

Vardas26150    Pavarde26150        7.60

Vardas26152    Pavarde26152        8.00

Vardas26155    Pavarde26155        5.80

Vardas26157    Pavarde26157        6.20

Vardas26159    Pavarde26159        6.40

Vardas26160    Pavarde26160        8.40

Vardas26161    Pavarde26161        7.20

Vardas26162    Pavarde26162        6.00

Vardas26163    Pavarde26163        6.60

Vardas26165    Pavarde26165        8.20

Vardas26166    Pavarde26166        5.00

Vardas26169    Pavarde26169        6.00

Vardas26170    Pavarde26170        5.60

Vardas26171    Pavarde26171        5.20

Vardas26172    Pavarde26172        7.60

Vardas26173    Pavarde26173        8.40

Vardas26174    Pavarde26174        7.20

Vardas26175    Pavarde26175        6.20

Vardas26177    Pavarde26177        5.40

Vardas26178    Pavarde26178        5.00

Vardas26179    Pavarde26179        5.80

Vardas2618     Pavarde2618         5.20

Vardas26180    Pavarde26180        7.40

Vardas26182    Pavarde26182        6.60

Vardas26183    Pavarde26183        8.00

Vardas26185    Pavarde26185        6.40

Vardas26187    Pavarde26187        5.60

Vardas26188    Pavarde26188        7.40

Vardas26189    Pavarde26189        8.80

Vardas2619     Pavarde2619         7.60

Vardas26190    Pavarde26190        6.80

Vardas26193    Pavarde26193        5.60

Vardas26196    Pavarde26196        5.60

Vardas26199    Pavarde26199        6.00

Vardas262      Pavarde262          6.60

Vardas2620     Pavarde2620         7.40

Vardas26201    Pavarde26201        5.20

Vardas26203    Pavarde26203        7.00

Vardas26205    Pavarde26205        6.60

Vardas26207    Pavarde26207        8.80

Vardas26208    Pavarde26208        7.60

Vardas2621     Pavarde2621         5.60

Vardas26210    Pavarde26210        6.60

Vardas26211    Pavarde26211        5.20

Vardas26212    Pavarde26212        7.60

Vardas26214    Pavarde26214        6.80

Vardas26215    Pavarde26215        6.60

Vardas26216    Pavarde26216        5.20

Vardas26217    Pavarde26217        6.40

Vardas26218    Pavarde26218        6.80

Vardas26219    Pavarde26219        7.60

Vardas26222    Pavarde26222        7.20

Vardas26224    Pavarde26224        8.40

Vardas26225    Pavarde26225        5.60

Vardas26227    Pavarde26227        7.20

Vardas26228    Pavarde26228        8.60

Vardas26229    Pavarde26229        7.00

Vardas26232    Pavarde26232        7.40

Vardas26233    Pavarde26233        7.80

Vardas26238    Pavarde26238        6.00

Vardas26239    Pavarde26239        5.60

Vardas26240    Pavarde26240        5.40

Vardas26241    Pavarde26241        5.00

Vardas26244    Pavarde26244        6.80

Vardas26245    Pavarde26245        6.60

Vardas26246    Pavarde26246        5.60

Vardas26250    Pavarde26250        6.20

Vardas26251    Pavarde26251        7.80

Vardas26254    Pavarde26254        7.60

Vardas26256    Pavarde26256        5.60

Vardas26257    Pavarde26257        7.20

Vardas26258    Pavarde26258        8.00

Vardas26259    Pavarde26259        5.20

Vardas2626     Pavarde2626         7.00

Vardas26261    Pavarde26261        8.00

Vardas26262    Pavarde26262        5.60

Vardas26265    Pavarde26265        6.60

Vardas26266    Pavarde26266        5.00

Vardas2627     Pavarde2627         6.20

Vardas26270    Pavarde26270        5.40

Vardas26271    Pavarde26271        7.40

Vardas26272    Pavarde26272        7.20

Vardas26273    Pavarde26273        7.00

Vardas26275    Pavarde26275        6.60

Vardas26276    Pavarde26276        5.40

Vardas26278    Pavarde26278        7.00

Vardas26279    Pavarde26279        7.80

Vardas2628     Pavarde2628         6.20

Vardas26282    Pavarde26282        8.00

Vardas26283    Pavarde26283        8.00

Vardas26285    Pavarde26285        8.40

Vardas26286    Pavarde26286        5.60

Vardas26287    Pavarde26287        7.00

Vardas26288    Pavarde26288        7.40

Vardas26289    Pavarde26289        8.20

Vardas26290    Pavarde26290        7.60

Vardas26292    Pavarde26292        7.60

Vardas26293    Pavarde26293        5.40

Vardas26294    Pavarde26294        5.20

Vardas26299    Pavarde26299        5.00

Vardas26300    Pavarde26300        5.00

Vardas26301    Pavarde26301        6.40

Vardas26302    Pavarde26302        6.40

Vardas26303    Pavarde26303        6.40

Vardas26304    Pavarde26304        6.80

Vardas26306    Pavarde26306        7.20

Vardas26307    Pavarde26307        8.00

Vardas26308    Pavarde26308        7.40

Vardas26309    Pavarde26309        7.00

Vardas26312    Pavarde26312        8.40

Vardas26314    Pavarde26314        7.80

Vardas26316    Pavarde26316        6.60

Vardas26317    Pavarde26317        7.00

Vardas26319    Pavarde26319        6.80

Vardas2632     Pavarde2632         7.40

Vardas26320    Pavarde26320        8.00

Vardas26323    Pavarde26323        8.00

Vardas26324    Pavarde26324        7.60

Vardas26326    Pavarde26326        7.00

Vardas26327    Pavarde26327        6.40

Vardas26328    Pavarde26328        7.00

Vardas26333    Pavarde26333        7.60

Vardas26337    Pavarde26337        8.00

Vardas26338    Pavarde26338        8.00

Vardas26339    Pavarde26339        6.00

Vardas26340    Pavarde26340        8.40

Vardas26341    Pavarde26341        5.00

Vardas26344    Pavarde26344        8.00

Vardas26345    Pavarde26345        7.40

Vardas26346    Pavarde26346        8.80

Vardas26347    Pavarde26347        7.60

Vardas26348    Pavarde26348        5.40

Vardas26349    Pavarde26349        8.80

Vardas26351    Pavarde26351        5.80

Vardas26353    Pavarde26353        7.20

Vardas26356    Pavarde26356        6.00

Vardas26357    Pavarde26357        5.40

Vardas26358    Pavarde26358        7.20

Vardas26359    Pavarde26359        5.40

Vardas2636     Pavarde2636         7.60

Vardas26360    Pavarde26360        7.40

Vardas26364    Pavarde26364        7.40

Vardas26367    Pavarde26367        7.00

Vardas26368    Pavarde26368        6.00

Vardas26369    Pavarde26369        6.40

Vardas26370    Pavarde26370        6.60

Vardas26372    Pavarde26372        5.80

Vardas26373    Pavarde26373        7.40

Vardas26374    Pavarde26374        6.00

Vardas26375    Pavarde26375        5.60

Vardas26376    Pavarde26376        7.00

Vardas26377    Pavarde26377        5.60

Vardas26379    Pavarde26379        7.80

Vardas2638     Pavarde2638         7.20

Vardas26380    Pavarde26380        7.00

Vardas26381    Pavarde26381        7.20

Vardas26384    Pavarde26384        8.00

Vardas26385    Pavarde26385        7.80

Vardas26387    Pavarde26387        7.00

Vardas26389    Pavarde26389        5.60

Vardas26391    Pavarde26391        5.80

Vardas26397    Pavarde26397        8.40

Vardas26398    Pavarde26398        6.60

Vardas2640     Pavarde2640         7.60

Vardas26400    Pavarde26400        7.00

Vardas26401    Pavarde26401        8.60

Vardas26402    Pavarde26402        6.80

Vardas26404    Pavarde26404        5.80

Vardas26405    Pavarde26405        6.20

Vardas26407    Pavarde26407        7.40

Vardas2641     Pavarde2641         5.60

Vardas26410    Pavarde26410        5.00

Vardas26412    Pavarde26412        7.40

Vardas26415    Pavarde26415        5.00

Vardas26416    Pavarde26416        5.00

Vardas26418    Pavarde26418        7.20

Vardas26419    Pavarde26419        5.80

Vardas2642     Pavarde2642         6.40

Vardas26421    Pavarde26421        8.40

Vardas26423    Pavarde26423        7.40

Vardas26426    Pavarde26426        6.00

Vardas26427    Pavarde26427        7.00

Vardas2643     Pavarde2643         8.00

Vardas26430    Pavarde26430        5.20

Vardas26432    Pavarde26432        7.80

Vardas26435    Pavarde26435        5.40

Vardas2644     Pavarde2644         5.60

Vardas26440    Pavarde26440        5.00

Vardas26441    Pavarde26441        8.00

Vardas26442    Pavarde26442        8.80

Vardas26443    Pavarde26443        8.80

Vardas26444    Pavarde26444        5.60

Vardas26445    Pavarde26445        6.60

Vardas26447    Pavarde26447        5.20

Vardas26448    Pavarde26448        8.00

Vardas26449    Pavarde26449        5.40

Vardas2645     Pavarde2645         6.80

Vardas26450    Pavarde26450        6.20

Vardas26452    Pavarde26452        5.80

Vardas26454    Pavarde26454        6.00

Vardas26456    Pavarde26456        7.80

Vardas26459    Pavarde26459        8.40

Vardas2646     Pavarde2646         5.80

Vardas26460    Pavarde26460        7.20

Vardas26465    Pavarde26465        6.60

Vardas26466    Pavarde26466        7.20

Vardas26469    Pavarde26469        6.40

Vardas26470    Pavarde26470        6.80

Vardas26471    Pavarde26471        5.20

Vardas26473    Pavarde26473        5.60

Vardas26475    Pavarde26475        7.20

Vardas26476    Pavarde26476        6.00

Vardas26478    Pavarde26478        5.00

Vardas2648     Pavarde2648         7.20

Vardas26480    Pavarde26480        5.80

Vardas26483    Pavarde26483        5.60

Vardas26486    Pavarde26486        5.40

Vardas26487    Pavarde26487        7.20

Vardas26489    Pavarde26489        7.40

Vardas2649     Pavarde2649         8.00

Vardas26490    Pavarde26490        5.60

Vardas26491    Pavarde26491        6.80

Vardas26492    Pavarde26492        7.40

Vardas26496    Pavarde26496        6.40

Vardas265      Pavarde265          7.20

Vardas26501    Pavarde26501        7.40

Vardas26504    Pavarde26504        7.80

Vardas26506    Pavarde26506        6.00

Vardas26508    Pavarde26508        7.60

Vardas26510    Pavarde26510        5.00

Vardas26511    Pavarde26511        8.00

Vardas26513    Pavarde26513        7.40

Vardas26515    Pavarde26515        7.00

Vardas26516    Pavarde26516        5.80

Vardas26517    Pavarde26517        6.60

Vardas26518    Pavarde26518        6.00

Vardas26520    Pavarde26520        5.60

Vardas26521    Pavarde26521        6.40

Vardas26522    Pavarde26522        6.20

Vardas26523    Pavarde26523        5.00

Vardas26524    Pavarde26524        7.60

Vardas26525    Pavarde26525        8.40
